Date_Filed,Filing_Party,Appeal_ID,Hardship_Appeal,Interpreter_Request,Address,Appeal_Source_Zipcode,Supervisor_District,Neighborhoods_Analysis_Boundaries,Location
11/14/2003,landlord,AL030353,false,false,1100 Block Of Market Street,94102,6,South of Market,"(37.7795310847755, -122.413542549251)"
05/05/2008,landlord,AL080044,false,false,1000 Block Of Leavenworth Street,94109,3,Nob Hill,"(37.7907216622227, -122.415722994159)"
04/12/1999,landlord,T001-60A,false,false,700 Block Of Treat Street,94110,,,
05/07/2014,tenant,AT140098,false,false,1400 Block Of Divisadero Street,94115,5,Western Addition,"(37.782897250807, -122.439273399555)"
10/02/2002,tenant,AT020424,false,false,100 Block Of Font Boulevard,94132,7,Lakeshore,"(37.715545052959, -122.473629919957)"
05/28/2009,tenant,AT090134,false,false,800 Block Of Leavenworth Street,94109,3,Nob Hill,"(37.7888452666742, -122.415346949038)"
04/26/2016,tenant,AT160057,false,false,100 Block Of Schwerin Street,94134,10,Visitacion Valley,"(37.7113871699851, -122.410929671022)"
06/17/2011,tenant,AT110066,false,false,1300 Block Of Hyde Street,94109,3,Russian Hill,"(37.7932350745624, -122.417915793413)"
07/16/2004,landlord,AL040092,false,false,500 Block Of Noe Street,94114,8,Castro/Upper Market,"(37.7606182016857, -122.432823612954)"
06/24/1998,tenant,S003-03R,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
02/11/2008,landlord,AL080007,false,false,1200 Block Of Washington Street,94108,3,Nob Hill,"(37.794269422533, -122.413840447131)"
10/01/2002,tenant,AT020468,false,false,200 Block Of Font Boulevard,94132,7,Lakeshore,"(37.7164364008383, -122.475092478038)"
04/12/2006,tenant,AT060040,false,false,3500 Block Of 17th Street,94110,8,Mission,"(37.7631541223095, -122.425099107017)"
10/01/2002,tenant,AT030116,false,false,0 Block Of Garces Drive,94132,7,Lakeshore,"(37.7150859955911, -122.478925115603)"
06/30/2003,tenant,AT030181,false,false,400 Block Of Davis Court,94111,3,Financial District/South Beach,"(37.7967073397232, -122.398186155705)"
06/15/2000,tenant,AT2K0107,false,false,300 Block Of Hyde Street,94102,6,Tenderloin,"(37.7839909660759, -122.415908808586)"
09/11/2014,landlord,AL140175,false,false,1000 Block Of Baker Street,94115,2,Lone Mountain/USF,"(37.7808517611089, -122.441807226372)"
10/01/2002,tenant,AT020455,false,false,400 Block Of Arballo Drive,94132,7,Lakeshore,"(37.7194541015837, -122.483150617978)"
11/06/2002,tenant,AT020531,false,false,3600 Block Of 17th Street,94114,8,Castro/Upper Market,"(37.7629470980271, -122.426692338817)"
12/18/1998,tenant,T001-39R,false,false,1700 Block Of Vallejo Street,94123,2,Marina,"(37.7964310132601, -122.426082263907)"
05/16/2001,landlord,AL010103,false,false,100 Block Of Portola Drive,94131,8,Twin Peaks,"(37.7484965082079, -122.444276469327)"
10/19/2000,tenant,AT2K0181,false,false,700 Block Of Haight Strete,94117,,,
05/17/2013,tenant,AT130053,false,false,1300 Block Of 44th Avenue,94122,4,Sunset/Parkside,"(37.7614525256933, -122.503781855813)"
10/30/2000,tenant,AT2K0195,false,false,500 Block Of Ofarrell Street,94102,6,Tenderloin,"(37.7856317812488, -122.413782612855)"
09/05/1997,tenant,S001-26R,false,false,700 Block Of Cole Street,94117,5,Haight Ashbury,"(37.7671882888054, -122.450308397973)"
06/08/2005,tenant,AT050152,false,false,500 Block Of Belvedere Street,94117,5,Haight Ashbury,"(37.7621967171978, -122.4479457969)"
06/30/1997,landlord,R001-71A,false,false,2800 Block Of Lyon Street,94123,2,Marina,"(37.7970533891744, -122.447017802272)"
02/23/2005,tenant,AT050072,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
04/27/2015,tenant,AT150049,false,false,0 Block Of Whitney Street,94131,8,Glen Park,"(37.7408377133851, -122.427834769129)"
06/13/1997,landlord,R001-66A,false,false,400 Block Of 3rd Avenue,94118,1,Inner Richmond,"(37.7801944960307, -122.461066150054)"
06/24/1998,tenant,S002-17R,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
04/09/2008,tenant,AT080029,false,false,300 Block Of Columbus Avenue,94133,3,North Beach,"(37.7980497138428, -122.406829910137)"
02/06/2014,tenant,AT140012,false,false,1500 Block Of Leavenworth Street,94109,3,Nob Hill,"(37.7952323457818, -122.41649440319)"
05/18/2016,tenant,AT160068,false,false,2500 Block Of Judah Street,94122,4,Sunset/Parkside,"(37.7611028685113, -122.489312398087)"
05/26/2016,tenant,AT160067,false,false,900 Block Of Wisconsin Street,94107,10,Potrero Hill,"(37.7552887801027, -122.398815532698)"
08/04/2005,landlord,AL050216,false,false,200 Block Of Parque Drive,94134,10,Visitacion Valley,"(37.7099618825262, -122.422461821705)"
03/28/2005,tenant,AT050113,false,false,1400 Block Of Waller Street,94117,5,Haight Ashbury,"(37.7689676668897, -122.44714534213)"
11/20/2000,tenant,AT2K0211,false,false,800 Block Of Ofarrell Street,94109,6,Tenderloin,"(37.7850094893113, -122.41871380798)"
03/17/2009,landlord,AL090103,false,false,1300 Block Of York Street,94110,9,Mission,"(37.7504528679942, -122.408029580822)"
12/02/2002,tenant,AT020548,false,false,800 Block Of Clay Street,94108,3,Chinatown,"(37.7940684220085, -122.407402176881)"
12/18/2002,tenant,AT020571,false,false,700 Block Of Green Street,94133,3,Chinatown,"(37.7991164440456, -122.411679447373)"
11/24/2008,landlord,AL080119,false,false,200 Block Of 11th Avenue,94118,1,Inner Richmond,"(37.7836341349838, -122.469908010819)"
03/14/2008,tenant,AT080022,false,false,0 Block Of Crestline Drive,94131,8,Twin Peaks,"(37.750211641844, -122.446391159283)"
03/07/2001,landlord,AL010033,false,false,2800 Block Of 21st Street,94110,9,Mission,"(37.7575119856568, -122.411891416068)"
03/09/2009,landlord,AL090091,false,false,3600 Block Of Fillmore Street,94123,2,Marina,"(37.8031356840835, -122.436634731165)"
01/04/2008,tenant,AT080004,false,false,0 Block Of Toledo Way,94123,2,Marina,"(37.8012845620108, -122.438545758293)"
09/23/2014,tenant,AT140180,false,false,500 Block Of Lombard Street,94133,3,North Beach,"(37.8031525873383, -122.410878575791)"
06/25/2009,landlord,AL090161,false,false,100 Block Of 26th Avenue,94121,2,Seacliff,"(37.7866268333018, -122.486350477517)"
05/13/2011,landlord,AL110059,false,false,800 Block Of 46th Avenue,94121,1,Outer Richmond,"(37.772471570894, -122.506822366018)"
03/20/2001,tenant,AT010130,false,false,3700 Block Of Fillmore Street,94123,2,Marina,"(37.8048946043639, -122.437315947524)"
05/10/2004,tenant,AT040052,false,false,300 Block Of Serrano Drive,94132,7,Lakeshore,"(37.7190118677214, -122.480450749483)"
01/02/2009,tenant,AT090043,false,false,600 Block Of John Muir Drive,94132,7,Lakeshore,"(37.7143348140478, -122.492047872131)"
08/26/2002,tenant,AT020439,false,false,300 Block Of Serrano Drive,94132,7,Lakeshore,"(37.7190118677214, -122.480450749483)"
08/22/2008,tenant,AT080089,false,false,600 Block Of Burnett Avenue,94131,8,Twin Peaks,"(37.7513305525152, -122.444468830184)"
05/09/2008,landlord,AL080051,false,false,200 Block Of Douglass Street,94114,8,Castro/Upper Market,"(37.7602214516858, -122.439227670475)"
01/02/2009,tenant,AT090044,false,false,600 Block Of John Muir Drive,94132,7,Lakeshore,"(37.7143348140478, -122.492047872131)"
01/10/2002,tenant,AT020051,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
11/22/2010,landlord,AL100096,false,false,800 Block Of Green Street,94133,3,Russian Hill,"(37.7990459207913, -122.413117906986)"
11/01/1999,landlord,U001-36A,false,false,700 Block Of Geneva Avenue,94112,11,Outer Mission,"(37.7179975910566, -122.442699858908)"
10/16/2001,tenant,AT010171,false,false,800 Block Of Valencia Street,94110,8,Mission,"(37.7589313183462, -122.421382559455)"
12/18/1998,tenant,T001-40R,false,false,1700 Block Of Vallejo Street,94123,2,Marina,"(37.7964310132601, -122.426082263907)"
08/19/2003,tenant,AT030279,false,false,1000 Block Of Ashbury Street,94117,5,Haight Ashbury,"(37.7632467619698, -122.446858402156)"
02/07/2014,tenant,AT140004,false,false,200 Block Of 8th Avenue,94118,1,Inner Richmond,"(37.7837855384321, -122.466559447777)"
08/16/2007,tenant,AT070179,false,false,0 Block Of Hermann Street,94102,8,Hayes Valley,"(37.7707101217756, -122.425947236793)"
08/06/2014,tenant,AT140157,false,false,2200 Block Of Pacific Avenue,94115,2,Pacific Heights,"(37.7937165638423, -122.432279480334)"
06/10/2008,tenant,AT080071,false,false,800 Block Of Post Street,94109,3,Nob Hill,"(37.7874037666185, -122.415827995223)"
08/28/2002,tenant,AT020265,false,false,300 Block Of Arballo Drive,94132,7,Lakeshore,"(37.7208318413646, -122.483066441736)"
10/09/2007,tenant,AT070192,false,false,800 Block Of Greenwich Street,94133,3,Russian Hill,"(37.8016854993487, -122.414070883026)"
10/27/2000,tenant,AT2K0193,false,false,2300 Block Of Larkin Street,94109,2,Russian Hill,"(37.7994456947545, -122.420717422575)"
05/07/2014,tenant,AT140116,false,false,2100 Block Of Geary Boulevard,94115,5,Western Addition,"(37.7833579686015, -122.43860138719)"
08/23/1998,tenant,T001-08R,false,false,300 Block Of Eureka Street,94114,8,Castro/Upper Market,"(37.7566874761182, -122.437950209223)"
06/30/2003,tenant,AT030204,false,false,100 Block Of Jackson Street,94111,3,Financial District/South Beach,"(37.7969551634448, -122.398908212966)"
01/22/2014,landlord,AL140003,false,false,700 Block Of Sutter Street,94109,3,Nob Hill,"(37.7886486334208, -122.412702662882)"
12/13/2000,tenant,AT2K0235,false,false,500 Block Of Mason Street,94102,3,Nob Hill,"(37.7885578117649, -122.410081316498)"
01/04/2012,tenant,AT120001,false,false,700 Block Of Taylor Street,94108,3,Nob Hill,"(37.7892649468301, -122.412049085543)"
03/26/2013,landlord,AL130032,false,false,1100 Block Of Fulton Street,94117,5,Western Addition,"(37.7772285867709, -122.435696633959)"
07/24/2012,landlord,AL120077,false,false,500 Block Of Douglass Street,94114,8,Noe Valley,"(37.7548278298463, -122.438908780013)"
04/06/2000,tenant,AT2K0038,false,false,1600 Block Of Taylor Street,94133,3,Nob Hill,"(37.7973555395692, -122.413552307641)"
08/06/1998,landlord,T001-09A,false,false,1400 Block Of Shotwell Street,94110,9,Bernal Heights,"(37.7458008687578, -122.414923869332)"
05/21/2015,landlord,AL150056,false,false,2600 Block Of Lake Street,94121,2,Seacliff,"(37.7855754632037, -122.487709591341)"
01/13/2015,tenant,AT150005,false,false,0 Block Of Glenview Drive,94131,8,Twin Peaks,"(37.7475169738435, -122.447708916885)"
12/10/2002,tenant,AT020565,false,false,1100 Block Of Masonic Avenue,94117,5,Haight Ashbury,"(37.7706672644424, -122.445508435584)"
09/25/2006,tenant,AT060097,false,false,200 Block Of 9th Avenue,94118,1,Inner Richmond,"(37.7837322864773, -122.467765773362)"
06/30/2003,tenant,AT030176,false,false,400 Block Of Davis Court,94111,3,Financial District/South Beach,"(37.7967073397232, -122.398186155705)"
02/23/2005,tenant,AT050087,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
08/18/2003,tenant,AT030292,false,false,300 Block Of Buchanan Street,94102,5,Hayes Valley,"(37.7727724969859, -122.427141201971)"
03/14/2012,tenant,AT120029,false,false,1800 Block Of Mcallister Street,94115,5,Lone Mountain/USF,"(37.7772146317021, -122.442488679774)"
03/10/2015,tenant,AT150027,false,false,300 Block Of Ellis Street,94102,6,Tenderloin,"(37.7849161844101, -122.411950041762)"
04/16/2001,tenant,AT010088,false,false,1300 Block Of Lombard Street,94109,2,Russian Hill,"(37.8015053643445, -122.423738557618)"
08/28/2002,tenant,AT020373,false,false,100 Block Of Rivas Avenue,94132,7,Lakeshore,"(37.7159633114788, -122.481551990441)"
08/09/2005,landlord,AL050215,false,false,200 Block Of Dorland Street,94114,8,Castro/Upper Market,"(37.7621392189522, -122.429547024101)"
05/27/2011,landlord,AL110062,false,false,200 Block Of Granada Avenue,94112,7,Oceanview/Merced/Ingleside,"(37.7229722668065, -122.457235193978)"
09/11/2002,landlord,AL020222,false,false,2000 Block Of Hayes Street,94117,5,Lone Mountain/USF,"(37.7733660131252, -122.450138886894)"
05/22/2003,tenant,AT030128,false,false,1100 Block Of Haight Street,94117,5,Haight Ashbury,"(37.7707967642475, -122.441188742603)"
05/25/2007,tenant,AT070159,false,false,800 Block Of Oak Street,94117,5,Haight Ashbury,"(37.7735989432251, -122.433277156501)"
12/19/2005,landlord,AL050252,false,false,100 Block Of Hancock Street,94114,8,Castro/Upper Market,"(37.76023567135, -122.431601160803)"
12/31/1999,tenant,U001-86R,false,false,200 Block Of San Jose Avenue,94110,8,Mission,"(37.7512439643241, -122.421585334268)"
08/04/2006,landlord,AL060075,false,false,0 Block Of 12th Street,94103,6,Mission,"(37.774094856555, -122.42000143655)"
03/06/2012,landlord,AL120023,false,false,1900 Block Of Chestnut Street,94123,2,Marina,"(37.8008661594546, -122.435427177962)"
08/18/2000,tenant,AT2K0141,false,false,0 Block Of Belvedere Street,94117,5,Haight Ashbury,"(37.7692041935308, -122.449481332809)"
10/15/2002,tenant,AT020491,false,false,100 Block Of 28th Street,94131,8,Noe Valley,"(37.7454218861969, -122.425685856236)"
02/04/1999,tenant,T001-47R,false,false,100 Block Of Langton Street,94103,6,South of Market,"(37.775532581855, -122.40748636485)"
06/24/1998,tenant,S003-17R,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
07/03/2009,tenant,AT090164,false,false,1500 Block Of Fulton Street,94117,5,Lone Mountain/USF,"(37.7763847738943, -122.442321333639)"
02/17/2015,landlord,AL150018,false,false,300 Block Of 24th Avenue,94121,1,Outer Richmond,"(37.7830006443511, -122.483939035209)"
12/31/2009,tenant,AT090285,false,false,800 Block Of Leavenworth Street,94109,3,Nob Hill,"(37.7888452666742, -122.415346949038)"
08/04/2009,tenant,AT090192,false,false,1400 Block Of Hyde Street,94109,3,Russian Hill,"(37.7941341727869, -122.417955659704)"
09/16/1999,tenant,U001-32R,false,false,100 Block Of 8th Avenue,94118,1,Inner Richmond,"(37.7856450207683, -122.466693295541)"
01/06/2016,tenant,AT160001,false,false,0 Block Of Spofford Street,94108,3,Chinatown,"(37.7945675421494, -122.407457808)"
07/14/2000,landlord,AL2K0124,false,false,400 Block Of Castro Street,94114,8,Castro/Upper Market,"(37.7617768343458, -122.435151672795)"
09/05/2007,landlord,AL070182,false,false,2300 Block Of 16th Avenue,94116,7,West of Twin Peaks,"(37.7435550510604, -122.472573338877)"
08/25/2015,tenant,AT150108,false,false,0 Block Of Leo Street,94112,11,Outer Mission,"(37.7226612438066, -122.437128782924)"
10/02/2001,tenant,AT010161,false,false,1000 Block Of Stanyan Street,94117-3808,5,Inner Sunset,"(37.764967388929, -122.452732198399)"
10/01/2002,tenant,AT030096,false,false,300 Block Of Arballo Drive,94132,7,Lakeshore,"(37.7208318413646, -122.483066441736)"
08/18/1997,landlord,S001-14A,false,false,1400 Block Of 45th Avenue,94122,4,Sunset/Parkside,"(37.7595421606727, -122.504722008169)"
02/20/2003,landlord,AL030024,false,false,1200 Block Of 3rd Avenue,94122,5,Inner Sunset,"(37.7657082474161, -122.460053791646)"
10/01/2002,tenant,AT030124,false,false,100 Block Of Rivas Avenue,94132,7,Lakeshore,"(37.7159633114788, -122.481551990441)"
01/14/2010,tenant,AT100003,false,false,100 Block Of Garces Drive,94132,7,Lakeshore,"(37.7151948457584, -122.478943773295)"
07/15/2015,landlord,AL150084,false,false,3400 Block Of 20th Street,94110,9,Mission,"(37.7586764836064, -122.417413347362)"
04/07/2003,landlord,AL030055,false,false,1000 Block Of Ashbury Street,94117,5,Haight Ashbury,"(37.7632467619698, -122.446858402156)"
03/22/1999,tenant,T001-62R,false,false,1500 Block Of Gough Street,94109-5309,2,Western Addition,"(37.7878420383602, -122.425120392145)"
02/23/2005,tenant,AT050071,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
04/23/2008,tenant,AT080043,false,false,500 Block Of Leavenworth Street,94109,6,Tenderloin,"(37.7860598453339, -122.414643592587)"
02/19/2009,tenant,AT090077,false,false,3700 Block Of 24th Street,94114,8,Noe Valley,"(37.7518421470134, -122.426068867163)"
04/27/2007,tenant,AT070068,false,false,500 Block Of Florida Street,94110,9,Mission,"(37.7623407923217, -122.411079515261)"
04/16/2007,tenant,AT070085,false,false,700 Block Of Gonzalez Drive,94132,7,Lakeshore,"(37.7175134680329, -122.48059457481)"
04/03/2013,landlord,AL130036,false,false,600 Block Of Sanchez Street,94114,8,Castro/Upper Market,"(37.7590301135452, -122.430439734689)"
03/17/2004,tenant,AT040024,false,false,300 Block Of San Carlos Street,94110,9,Mission,"(37.7577823081628, -122.419834201322)"
06/24/1998,tenant,S002-47R,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
02/19/2003,tenant,AT030029,false,false,1000 Block Of Dolores Street,94110,8,Noe Valley,"(37.7526291898333, -122.425380467079)"
08/07/2009,landlord,AL090201,false,false,100 Block Of Highland Avenue,94110,9,Bernal Heights,"(37.7372540255615, -122.422102908805)"
01/28/2016,tenant,AT160010,false,false,0 Block Of Miguel Street,94131,8,Glen Park,"(37.739142223499, -122.429773232546)"
01/29/2009,tenant,AT090076,false,false,300 Block Of Arballo Drive,94132,7,Lakeshore,"(37.720124587971, -122.483106168792)"
11/29/1999,tenant,U001-71R,false,false,300 Block Of 11th Avenue,94118,1,Inner Richmond,"(37.7817321026168, -122.46976759533)"
07/15/1999,landlord,T001-80A,false,false,200 Block Of Noe Street,94114,8,Castro/Upper Market,"(37.7654653110453, -122.433148064571)"
02/15/2012,tenant,AT120018,false,false,0 Block Of Diamond Street,94114,8,Castro/Upper Market,"(37.761322659712, -122.437313661836)"
05/17/2004,tenant,AT040056,false,false,300 Block Of Garces Drive,94132,7,Lakeshore,"(37.7161637775989, -122.482445258533)"
06/19/2012,tenant,AT120065,false,false,4100 Block Of 17th Street,94114,8,Castro/Upper Market,"(37.7623775118356, -122.437885503702)"
02/12/2007,landlord,AL070027,false,false,1000 Block Of Green Street,94133,3,Russian Hill,"(37.7986303850045, -122.416405936693)"
09/11/2008,landlord,AL080096,false,false,3500 Block Of Mission Street,94110,9,Bernal Heights,"(37.739366885238, -122.423797447086)"
11/08/2005,tenant,AT050240,false,false,600 Block Of Hyde Street,94109,6,Tenderloin,"(37.7867864400119, -122.416475579928)"
02/02/2007,tenant,AT070019,false,false,600 Block Of Hyde Street,94109,6,Tenderloin,"(37.7867864400119, -122.416475579928)"
02/27/2004,landlord,AL040019,false,false,0 Block Of Camellia Avenue,94112,11,Outer Mission,"(37.7299595276817, -122.431120449725)"
09/16/2002,landlord,AL020224,false,false,100 Block Of Albion Street,94110,8,Mission,"(37.7644447720509, -122.42288313068)"
06/24/1998,tenant,S002-68R,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
05/14/2015,tenant,AT150057,false,false,4300 Block Of 20th Street,94114,8,Castro/Upper Market,"(37.7575351569477, -122.436341846987)"
08/06/2001,landlord,AL010128,false,false,100 Block Of Portola Drive,94131,8,Twin Peaks,"(37.7484965082079, -122.444276469327)"
03/24/2005,landlord,AL050110,false,false,2100 Block Of Hyde Street,94109,2,Russian Hill,"(37.8006069917903, -122.419260871557)"
12/23/2002,landlord,AL020630,false,false,2100 Block Of Sacramento Street,94109,2,Pacific Heights,"(37.7905089594273, -122.428259150237)"
05/15/2003,landlord,AL030093,false,false,1400 Block Of 7th Avenue,94122,5,Inner Sunset,"(37.7613340583012, -122.464046025986)"
01/10/2002,tenant,AT020061,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
12/11/2002,tenant,AT020579,false,false,500 Block Of John Muir Drive,94132,7,Lakeshore,"(37.7143348140478, -122.492047872131)"
10/27/2006,landlord,AL060114,false,false,2900 Block Of Steiner Street,94123,2,Marina,"(37.7964056517294, -122.43711203366)"
05/07/2014,tenant,AT140087,false,false,1400 Block Of Scott Street,94115,5,Western Addition,"(37.783181516589, -122.437809019514)"
01/05/2012,landlord,AL120003,false,false,4000 Block Of 26th Street,94131,8,Noe Valley,"(37.7483506457402, -122.430456795473)"
12/02/2013,tenant,AT130115,false,false,2200 Block Of Pacific Avenue,94115,2,Pacific Heights,"(37.7937165638423, -122.432279480334)"
01/02/2009,tenant,AT090055,false,false,600 Block Of John Muir Drive,94132,7,Lakeshore,"(37.7143348140478, -122.492047872131)"
04/26/2011,landlord,AL110040,false,false,1300 Block Of Gough Street,94109,5,Japantown,"(37.7857569610405, -122.424841095041)"
12/14/2000,landlord,AL2K0229,false,false,500 Block Of 26th Avenue,94121,1,Outer Richmond,"(37.7790744236562, -122.485806574077)"
09/04/2007,tenant,AT070181,false,false,0 Block Of Castelo Avenue,94132,7,Lakeshore,"(37.7174069966896, -122.474808966264)"
04/15/2003,landlord,AL030066,false,false,2300 Block Of Francisco Street,94123,2,Marina,"(37.8007477403997, -122.443858484425)"
03/20/2001,landlord,AL010036,false,false,200 Block Of Sagamore Street,94112,11,Oceanview/Merced/Ingleside,"(37.7114264433181, -122.462317069926)"
02/23/2005,tenant,AT050069,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
12/31/2009,tenant,AT090284,false,false,800 Block Of Leavenworth Street,94109,3,Nob Hill,"(37.7888452666742, -122.415346949038)"
08/28/2002,tenant,AT020292,false,false,100 Block Of Cardenas Avenue,94132,7,Lakeshore,"(37.7197192058535, -122.476781504973)"
02/08/2001,landlord,AL010011,false,false,19451900 Block Of Lyon Street,94115,2,Presidio Heights,"(37.78879783135, -122.445741761675)"
04/16/2001,tenant,AT010059,false,false,1300 Block Of Lombard Street,94109,2,Russian Hill,"(37.8015053643445, -122.423738557618)"
05/09/2007,tenant,AT070110,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
09/25/2001,tenant,AT010169,false,false,1600 Block Of Lombard Street,94123,2,Marina,"(37.800665922488, -122.428624512075)"
12/11/2002,tenant,AT020595,false,false,600 Block Of John Muir Drive,94132,7,Lakeshore,"(37.7143348140478, -122.492047872131)"
10/01/2002,tenant,AT030114,false,false,0 Block Of Fuente Avenue,94132,7,Lakeshore,"(37.7194018145824, -122.478130890381)"
11/17/2003,landlord,AL030345,false,false,300 Block Of 2nd Avenue,94118,1,Inner Richmond,"(37.7821780949992, -122.459999331893)"
11/12/2003,tenant,AT030340,false,false,400 Block Of Leavenworth Street,94102,6,Tenderloin,"(37.7851285056516, -122.414455368577)"
06/04/2003,tenant,AT030137,false,false,900 Block Of Pacific Avenue,94133,3,Chinatown,"(37.7962885026318, -122.41129479326)"
12/11/2002,tenant,AT020590,false,false,500 Block Of John Muir Drive,94132,7,Lakeshore,"(37.7143348140478, -122.492047872131)"
01/04/2008,tenant,AT080002,false,false,2300 Block Of Van Ness Avenue,94109,3,Russian Hill,"(37.7971759544757, -122.42352863623)"
08/28/2002,tenant,AT020312,false,false,0 Block Of Chumasero Drive,94132,7,Lakeshore,"(37.7133177847632, -122.472875861103)"
08/28/2002,tenant,AT020383,false,false,400 Block Of Serrano Drive,94132,7,Lakeshore,"(37.7190118677214, -122.480450749483)"
12/28/2010,landlord,AL100110,false,false,2900 Block Of 22nd Street,94110,9,Mission,"(37.7556779246215, -122.413835547807)"
11/09/1998,tenant,T001-27R,false,false,1000 Block Of North Point Street,94109,2,Russian Hill,"(37.8052366792488, -122.424487781993)"
04/09/1998,tenant,S001-60R,false,false,1200 Block Of Pine Street,94109,3,Nob Hill,"(37.7902039577042, -122.416392889742)"
06/10/2015,landlord,AL150067,false,false,400 Block Of Masonic Avenue,94118,5,Lone Mountain/USF,"(37.7772140319308, -122.446684854126)"
09/30/2010,landlord,AL100091,false,false,400 Block Of Morse Street,94112,11,Excelsior,"(37.7122534064021, -122.441841590479)"
05/06/2010,tenant,AT100053,false,false,100 Block Of Leroy Place,94109,3,Nob Hill,"(37.7924987126091, -122.415090851181)"
04/16/2001,tenant,AT010085,false,false,1300 Block Of Lombard Street,94109,2,Russian Hill,"(37.8015053643445, -122.423738557618)"
07/23/2008,tenant,AT080075,false,false,5100 Block Of 3rd Street,94124,10,Bayview Hunters Point,"(37.732008411064, -122.39153104299)"
03/02/2000,landlord,AL2K0017,false,false,1800 Block Of 16th Avenue,94122,7,Inner Sunset,"(37.7534534052875, -122.473128668374)"
09/29/1999,landlord,AL2K0169,false,false,1400 Block Of Guerrero Street,94110,9,Noe Valley,"(37.7476068049786, -122.42229006932)"
06/24/1998,tenant,S003-08R,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
11/05/2001,landlord,AL010182,false,false,17751700 Block Of Yosemite Avenue,94124,10,Bayview Hunters Point,"(37.728410280577, -122.394523611263)"
01/15/2016,tenant,AT160007,false,false,800 Block Of 47th Avenue,94121,1,Outer Richmond,"(37.7724297630362, -122.50775034739)"
07/26/2000,tenant,AT2K0123,false,false,2100 Block Of Baker Street,94115,2,Pacific Heights,"(37.7907758772685, -122.444320991556)"
04/06/1998,tenant,S001-57R,false,false,400 Block Of Laurel Street,94118,2,Presidio Heights,"(37.7873105300176, -122.450142469562)"
07/17/1998,tenant,T001-01R,false,false,100 Block Of Julian Avenue,94103,9,Mission,"(37.7657838956843, -122.421047942098)"
05/17/2007,tenant,AT070136,false,false,1300 Block Of Stockton Street,94133,3,Chinatown,"(37.798108074591, -122.408645126983)"
06/30/2003,tenant,AT030179,false,false,400 Block Of Davis Court,94111,3,Financial District/South Beach,"(37.7967073397232, -122.398186155705)"
07/11/2002,tenant,AT020176,false,false,1500 Block Of Bay Street,94123,2,Marina,"(37.803216045473, -122.4325146308)"
04/14/2009,landlord,AL090115,false,false,0 Block Of Parkridge Drive,94131,8,Twin Peaks,"(37.7521256133272, -122.445773734472)"
09/04/2012,landlord,AL120091,false,false,700 Block Of Post Street,94109,3,Tenderloin,"(37.7875044953367, -122.414163693027)"
02/18/2016,tenant,AT160020,false,false,1400 Block Of Lincoln Way,94122,5,Inner Sunset,"(37.7655073555828, -122.473477522806)"
05/24/2004,landlord,AL040055,false,false,1100 Block Of Market Street,94103,6,South of Market,"(37.7795310847755, -122.413542549251)"
04/10/2007,tenant,AT070096,false,false,400 Block Of Serrano Drive,94132,7,Lakeshore,"(37.7190118677214, -122.480450749483)"
07/21/2004,tenant,AT040094,false,false,200 Block Of Leavenworth Street,94102,6,Tenderloin,"(37.7832504152422, -122.414216003054)"
08/28/2002,tenant,AT020366,false,false,0 Block Of Higuera Avenue,94132,7,Lakeshore,"(37.7185965928262, -122.483884158039)"
02/05/1997,tenant,R001-94R,false,false,600 Block Of Pine Street,94108,3,Financial District/South Beach,"(37.791343878378, -122.406521512154)"
10/01/2002,tenant,AT030109,false,false,0 Block Of Chumasero Drive,94132,7,Lakeshore,"(37.7133177847632, -122.472875861103)"
10/17/2000,tenant,AT2K0180,false,false,1300 Block Of Leavenworth Street,94109,3,Russian Hill,"(37.7934440923327, -122.416270691744)"
04/29/2015,tenant,AT150050,false,false,500 Block Of Waller Street,94117,8,Haight Ashbury,"(37.7707538379882, -122.433121252156)"
11/01/2007,landlord,AL070196,false,false,1400 Block Of Golden Gate Avenue,94115,5,Western Addition,"(37.7791955024756, -122.434407502781)"
06/30/2003,tenant,AT030164,false,false,400 Block Of Davis Court,94111,3,Financial District/South Beach,"(37.7967073397232, -122.398186155705)"
05/02/2007,tenant,AT070099,false,false,800 Block Of Sutter Street,94109,3,Nob Hill,"(37.7885472960954, -122.414374370605)"
