Date,Location
06/19/1997,"37.7710225127541, -122.435210214165"
02/12/2002,"37.7156320409131, -122.480767509243"
11/17/2015,"37.7554620604925, -122.489992696312"
06/29/2009,"37.7848073883993, -122.413615438151"
05/05/1999,"37.7381916086241, -122.388459241864"
05/03/2012,"37.7811643494204, -122.452074517886"
11/21/2014,"37.7175134680329, -122.48059457481"
11/10/1997,"37.7397664766548, -122.412789358046"
04/18/2005,"37.7796642525789, -122.47284533062"
03/17/2014,"37.7780867041447, -122.485127374381"
02/18/2016,"37.739920312314, -122.483066779559"
09/14/2009,"37.7611053537503, -122.46925840738"
02/19/1998,"37.7850874805717, -122.440693946407"
09/14/1998,"37.7586664208599, -122.482086758198"
01/11/2011,"37.764270124441, -122.455017644041"
06/06/2005,"37.7323178147172, -122.438604540686"
08/29/2001,"37.7561049726649, -122.433433348469"
01/08/2001,"37.7308809970314, -122.468913418306"
06/14/2000,"37.7672303095657, -122.443869427911"
05/21/2001,"37.775784446792, -122.432025159996"
09/10/2010,
07/22/2011,"37.715545052959, -122.473629919957"
09/16/2003,"37.7212800405215, -122.429890164085"
06/26/2001,"37.7769038843601, -122.445824245425"
11/03/2011,"37.7422291307608, -122.430913770476"
02/09/2011,"37.7897873622404, -122.434861053777"
05/20/1997,"37.7899226204722, -122.439959985731"
11/16/2006,"37.8045852594578, -122.436256553091"
04/03/1998,"37.7752283310793, -122.450521539321"
11/18/1997,
04/13/1999,"37.7715187913819, -122.443023129484"
04/28/2008,"37.797761242076, -122.438158015085"
12/17/2007,"37.7838686523833, -122.465631446086"
02/26/2001,"37.7467749895432, -122.428075513761"
03/23/2010,"37.7214606646821, -122.392279418006"
02/06/1998,
05/11/2009,"37.7169956629087, -122.468999204553"
08/13/2002,"37.7592869335503, -122.428233293222"
04/06/2007,"37.752104277624, -122.407284076087"
11/07/2001,"37.7630150928296, -122.468316979244"
08/15/2008,"37.7891607825316, -122.416183426142"
12/01/2014,"37.7598966469726, -122.438119880206"
08/11/2009,"37.7624908970984, -122.500158965918"
02/14/2000,"37.7730095074218, -122.412475845564"
08/16/2012,"37.7795310847755, -122.413542549251"
05/07/1998,"37.7261096397736, -122.437306085243"
09/04/1997,"37.763249839014, -122.462967914462"
11/09/2005,"37.7631661093825, -122.406799466573"
06/07/2001,"37.7932445342419, -122.408986446412"
04/09/2003,"37.7761874844816, -122.439682038399"
12/21/2000,"37.7976665293088, -122.422959461747"
04/13/2001,"37.7716208303978, -122.441356135336"
04/02/1999,"37.7609468144179, -122.448297421655"
04/16/2015,"37.7221089757364, -122.395918665794"
05/08/2012,"37.7910106632219, -122.416733654082"
06/02/2005,"37.7600850557495, -122.43499619348"
09/23/2005,"37.7906987686679, -122.411621210288"
04/24/2009,"37.7827599142238, -122.489154279895"
06/27/2000,"37.7523486316403, -122.43084439501"
09/04/1997,"37.8035682431311, -122.429211674387"
12/05/2000,"37.7836739526207, -122.415072980765"
05/11/2009,"37.7428517371752, -122.420967440362"
06/22/2004,"37.7470478952514, -122.423531450176"
02/15/2012,"37.7624583434233, -122.503383985194"
07/08/1999,"37.7749173457461, -122.45385402151"
04/27/2009,"37.7513382912423, -122.407593099421"
01/12/1998,
04/16/2002,"37.7712085361085, -122.448794635884"
04/26/1999,"37.7809139568442, -122.48794636979"
02/26/2001,"37.7467749895432, -122.428075513761"
01/31/2002,"37.7523690975338, -122.406208830031"
10/25/2001,"37.7642537546092, -122.451195980307"
08/13/2004,"37.7533968135633, -122.44342033476"
02/20/2015,"37.7193975437719, -122.477992700396"
01/29/2002,"37.7616894195832, -122.498420819609"
03/12/1999,
01/30/2014,"37.7891607825316, -122.416183426142"
05/27/1999,
02/26/2007,"37.7186662653687, -122.395407563157"
03/17/2000,"37.7493444561617, -122.481436054364"
05/12/1998,"37.7754987322045, -122.449289810606"
03/26/1997,"37.7473747539843, -122.415501873961"
10/26/2006,"37.7800403908029, -122.483118050189"
10/11/2002,"37.7455619305903, -122.482386581144"
11/05/1998,"37.7867374255703, -122.473356970752"
10/15/2002,"37.7859427265806, -122.418902557702"
08/20/2007,"37.7319400219806, -122.447363459149"
11/05/2012,"37.7472428887094, -122.486659143116"
07/23/1997,"37.7191183784423, -122.48048461062"
12/02/1998,"37.7093340298135, -122.437772842635"
12/18/1997,"37.7702426018732, -122.429638216504"
05/12/1999,"37.7161672182559, -122.406980112139"
03/16/1998,"37.778933787734, -122.404974448587"
04/28/1997,
01/04/2005,"37.7246183483463, -122.402420149937"
06/19/2000,"37.7738139680641, -122.431635829616"
07/27/2001,"37.7430208234528, -122.425456989218"
04/22/2015,"37.7753072501571, -122.457443299685"
05/20/2002,"37.7499017090447, -122.417193854748"
05/24/2004,"37.7887571186196, -122.412724440684"
07/20/2010,"37.7524609842509, -122.415724213622"
05/31/2007,"37.7227804108664, -122.428602345782"
06/18/2001,"37.730133330871, -122.427210580424"
01/20/1998,"37.7493757624863, -122.413497029196"
07/07/1999,"37.7750963476227, -122.427609201852"
05/29/2001,"37.7390098595682, -122.413631478049"
04/29/2015,"37.7785402502642, -122.40344270944"
11/02/2005,"37.7445803699853, -122.419077156695"
08/26/2011,
05/16/2001,"37.7294942312576, -122.38787944736"
06/15/2004,"37.7783718580336, -122.434240837305"
07/06/1998,"37.7454737186212, -122.484390238727"
05/19/2004,"37.7895803830903, -122.412891156959"
12/18/2012,"37.7624583434233, -122.503383985194"
04/06/2007,"37.7857402818991, -122.41380426768"
10/02/2014,"37.757322453303, -122.429051968676"
07/06/2001,"37.738116917052, -122.391416846375"
06/23/2010,"37.715545052959, -122.473629919957"
05/31/2005,"37.73384582123, -122.429932759781"
03/21/2005,"37.7506345778822, -122.417458360899"
05/05/1999,"37.7732938425019, -122.436598149239"
08/05/2010,"37.7511524706515, -122.445668703975"
06/01/2000,"37.7497020110589, -122.420499334526"
10/24/2003,"37.7095574078003, -122.446076877423"
01/15/2008,"37.7542209746242, -122.498035671926"
10/01/2014,"37.7675233935848, -122.419079334738"
01/10/2005,"37.7185445858804, -122.390193189724"
10/20/2004,"37.7122543126736, -122.444268711232"
10/10/2000,"37.8023149956081, -122.443250158125"
10/23/1997,"37.7902039577042, -122.416392889742"
09/16/2011,"37.773940697698, -122.47468759382"
01/07/2011,"37.8003405640019, -122.436077390537"
11/23/2015,"37.7477050156426, -122.409083934974"
02/03/1999,"37.717930726427, -122.483251553283"
05/05/2003,"37.7593502811994, -122.420514195154"
11/14/2012,"37.7639371081494, -122.447310588711"
01/24/2006,"37.760054551538, -122.493071573349"
06/23/2008,"37.7603380935823, -122.486644850677"
04/11/2003,"37.7954921798436, -122.411322621305"
07/17/2007,"37.7857402818991, -122.41380426768"
07/03/1997,"37.7751770861329, -122.488604396838"
03/25/2009,"37.7647908456575, -122.459851191139"
01/18/2013,"37.7166731173383, -122.474173684903"
03/21/2016,"37.7752450453657, -122.443780098566"
10/03/2012,"37.7645970342042, -122.475120957182"
08/02/2011,"37.7600072512545, -122.494143943345"
06/10/2002,"37.8023528104565, -122.407995636498"
05/14/2009,"37.7690680757771, -122.450547663549"
02/13/2006,"37.8304547883627, -122.376294510611"
08/13/2014,"37.7193975437719, -122.477992700396"
11/02/2000,"37.7833354998388, -122.476440776401"
12/03/2009,"37.7568060381603, -122.440614599934"
11/08/1999,
07/07/1998,"37.7636193488249, -122.459908045964"
11/21/2014,"37.7740227359507, -122.429990606896"
09/15/1998,"37.7246356969508, -122.4175920212"
04/14/2015,"37.7748832269998, -122.49503787058"
03/05/2002,"37.7532406254345, -122.415177222892"
01/20/2000,"37.7519049388491, -122.508240719923"
10/25/2007,"37.775708219246, -122.476966286063"
08/25/2004,"37.7611677619305, -122.42945856848"
07/13/2012,"37.7519333482646, -122.507550077092"
05/12/2008,"37.7746186379691, -122.440277285542"
07/25/2001,"37.7836739526207, -122.415072980765"
03/28/2005,"37.7365984246988, -122.50539861015"
04/20/2005,"37.7660647990883, -122.416399053859"
05/04/2005,
11/29/2010,"37.7703617832706, -122.451220569094"
08/06/1998,"37.7830068611347, -122.483800844068"
09/14/2015,"37.7832504152422, -122.414216003054"
03/09/2006,"37.7945246983123, -122.410940056811"
08/18/2014,"37.7952536543862, -122.42349059282"
10/07/2011,"37.7438135297475, -122.4371955331"
04/01/2015,"37.7186905911201, -122.403692345246"
05/07/1999,"37.7434432787696, -122.429986242106"
08/14/2008,"37.7849211330456, -122.41609739069"
04/13/2016,"37.7660877746715, -122.460552723843"
09/01/1998,"37.7949460513925, -122.429155852798"
06/15/2011,"37.7167034239872, -122.484852300777"
10/08/2002,"37.7960058488204, -122.440259593838"
09/24/1997,"37.7185537280632, -122.475518971827"
02/03/2014,"37.7993068756211, -122.411052651187"
11/04/2013,"37.7115163704415, -122.44246999619"
01/17/2008,"37.7753796575765, -122.420188747624"
01/30/2014,"37.8016999538261, -122.43664043331"
02/23/2015,"37.7827108011642, -122.490228686814"
12/22/2009,"37.7764852876297, -122.44065533919"
05/05/2008,"37.7737509763422, -122.478835238597"
08/31/2009,"37.7226539397091, -122.454180300758"
07/27/2006,"37.7753725575845, -122.484324208282"
11/13/2006,"37.7689937423831, -122.425634217554"
10/03/1997,"37.7241979671714, -122.460301715066"
10/22/2013,"37.7466215856245, -122.500730923756"
10/02/2001,"37.7613042680659, -122.507133779937"
10/09/2002,"37.7916391001733, -122.444635496055"
01/06/2003,"37.7862451195745, -122.424025364793"
08/05/2008,"37.7914702137526, -122.44197971677"
03/08/2010,"37.8006667212196, -122.441204489429"
02/18/1999,
08/13/2013,"37.7319005752578, -122.475914206261"
10/12/1999,
02/17/1999,"37.7312794563625, -122.386266955922"
03/10/2000,"37.7502631234036, -122.502999290803"
11/14/2008,"37.742645561044, -122.421096674266"
05/21/2001,"37.7761535063632, -122.425377176917"
04/20/2009,"37.7239471708793, -122.443848555284"
05/22/2003,
04/12/1999,"37.7420373405495, -122.41138000058"
07/30/1999,"37.775532581855, -122.40748636485"
12/03/2014,"37.7850094893113, -122.41871380798"
09/03/2010,"37.7647847703925, -122.459989358388"
05/16/2016,"37.7344812745743, -122.391912066786"
07/24/1997,"37.7734567153566, -122.446065375102"
08/19/2005,"37.7746178643519, -122.44870847252"
04/06/2001,"37.7796108044887, -122.473976770261"
03/30/2015,"37.7956748460423, -122.41995424262"
04/24/2008,"37.7762562978623, -122.464941351674"
10/23/2009,"37.783982558582, -122.411762530264"
02/05/2016,"37.720124587971, -122.483106168792"
05/16/2008,"37.78626844137, -122.412997236095"
01/07/2011,"37.7614690639367, -122.404265613745"
05/21/2014,"37.7739450367833, -122.411938244387"
10/08/2002,"37.7960058488204, -122.440259593838"
10/30/2000,"37.763276503639, -122.504984810278"
04/27/1999,"37.7836890584549, -122.468703013781"
04/10/2009,"37.771655221243, -122.432113601819"
05/18/2009,"37.7811462144792, -122.396161822199"
03/30/2000,"37.7677916969446, -122.4493322947"
10/26/1999,"37.7746309837593, -122.427520206353"
11/30/1999,"37.7578921513427, -122.446339249209"
01/24/2001,"37.8023149956081, -122.443250158125"
05/23/2006,"37.7563716220185, -122.416574134901"
05/10/2006,"37.7541209802306, -122.414782051041"
07/28/2003,"37.7212008689157, -122.44022912328"
08/04/1998,"37.7512439643241, -122.421585334268"
06/09/2005,"37.7693772648648, -122.429511428892"
02/22/2010,"37.7988290747383, -122.410618562789"
06/06/2011,"37.7876048131357, -122.45111331178"
02/24/2015,"37.7786907479111, -122.494241004713"
05/02/2003,"37.7721378395929, -122.453283057365"
11/20/2003,"37.7837385901545, -122.467627587109"
04/25/2003,"37.7715422276259, -122.427802792635"
10/04/1999,"37.7809746791589, -122.428825144736"
01/30/2003,"37.7659817252361, -122.462693327106"
10/09/2002,"37.7916391001733, -122.444635496055"
03/25/2013,"37.7849211330456, -122.41609739069"
09/06/2013,"37.7849211330456, -122.41609739069"
06/13/2013,"37.7389285422518, -122.505563264018"
06/18/1997,"37.7734020365765, -122.486470437105"
02/11/2015,"37.7557715404481, -122.463657106015"
04/05/2006,"37.7672449561373, -122.437755377622"
07/09/2001,"37.7792650357859, -122.441494941035"
08/20/2014,"37.7490546569659, -122.488000186503"
10/01/1998,"37.743605243757, -122.421251086668"
05/12/2005,"37.7820443505633, -122.48326578536"
04/19/2001,
06/17/1999,"37.7719399766243, -122.435536466414"
05/19/2000,"37.7463610979898, -122.418339855743"
05/11/2010,"37.7588083437881, -122.415229420673"
10/16/2003,"37.7959857749291, -122.444596851514"
04/25/2007,"37.7585246809376, -122.485302913763"
05/31/2005,"37.7359072613705, -122.42165327531"
08/16/2012,"37.7795310847755, -122.413542549251"
10/22/2007,"37.8068062375875, -122.411308750781"
01/07/2016,"37.7836890584549, -122.468703013781"
03/20/2000,"37.7741989625683, -122.451998918389"
08/19/2013,"37.7173821578052, -122.479280369356"
06/25/2015,"37.7752450453657, -122.443780098566"
03/13/2006,"37.7737509763422, -122.478835238597"
06/23/1998,"37.7584836231287, -122.434844610371"
06/26/2009,"37.7272366567084, -122.424157740086"
03/27/2014,"37.7751404309249, -122.411799525288"
04/04/2014,"37.7993922852791, -122.415646156616"
07/19/1999,"37.7533646881405, -122.413137029147"
08/17/2004,"37.798547279585, -122.442626246901"
05/27/1998,"37.7558052682174, -122.411730086221"
03/23/1999,"37.7850094893113, -122.41871380798"
04/30/1997,
04/06/1999,"37.7617293353054, -122.441959303136"
04/16/2002,"37.7712085361085, -122.448794635884"
12/02/2014,"37.7772858153046, -122.483388670951"
04/15/1999,"37.7205844553245, -122.48126060959"
05/10/2005,"37.7489435008699, -122.409635096954"
01/26/2015,"37.7858142260559, -122.38902618651"
10/12/2001,"37.75392794069, -122.401597623013"
12/13/1999,"37.7169913035779, -122.46975868305"
05/10/2004,"37.7575809771371, -122.422275310938"
06/11/2009,"37.7482177676309, -122.432668090278"
09/11/2014,"37.715545052959, -122.473629919957"
03/21/2016,"37.7179075852402, -122.429610361166"
11/24/2003,"37.7485807504128, -122.419139646949"
11/15/2000,"37.7841817628071, -122.414404220506"
03/17/1999,"37.7420261735849, -122.47770068724"
05/08/2002,"37.7779199722969, -122.448712955773"
10/18/2004,"37.7209419706471, -122.455191887847"
07/31/2003,"37.7900012213154, -122.409598797149"
08/24/2015,"37.7995998102501, -122.408603211119"
08/30/2010,"37.7156320409131, -122.480767509243"
03/16/1998,"37.8056147065952, -122.417757636515"
06/30/2015,"37.8001332093048, -122.405475752423"
02/23/2000,"37.7089951215855, -122.413386002668"
10/08/2002,"37.7628285221547, -122.460339930217"
03/15/2010,"37.7191336252498, -122.456189654262"
08/05/1999,"37.7385515307068, -122.466770095303"
11/30/1999,"37.743394615108, -122.42000112048"
07/11/2011,"37.709454692465, -122.411932997169"
01/26/1998,"37.7447384332714, -122.42051792069"
12/04/2012,"37.7357389570706, -122.451984176511"
10/30/2015,"37.7491081261284, -122.486789066884"
01/23/2004,"37.751228744524, -122.407582758808"
05/11/2009,"37.7990459207913, -122.413117906986"
11/14/2001,"37.7627654068998, -122.417324660819"
01/14/2000,"37.7928292737947, -122.421073088505"
04/08/2013,"37.7459081105733, -122.416323145661"
01/02/1997,
05/17/2002,"37.762868173696, -122.449296357954"
03/23/1999,"37.7497103476929, -122.420361382547"
11/04/1999,"37.7612932540083, -122.464978878366"
03/05/2013,"37.7610336313872, -122.431678286164"
03/06/1998,"37.7513677226097, -122.419547489427"
09/08/1998,"37.7511708538141, -122.429548671018"
10/09/2002,"37.7960058488204, -122.440259593838"
10/19/2004,"37.736335436536, -122.410984067557"
05/13/2002,"37.7856095152596, -122.43324583082"
02/02/1998,"37.7606967374831, -122.424875062073"
05/16/2007,"37.7857402818991, -122.41380426768"
04/20/2000,"37.7754751847984, -122.426907979679"
06/06/2013,"37.7604877592298, -122.44895611784"
07/23/2004,
02/25/2014,"37.7900048583685, -122.413753783769"
10/30/2014,"37.8068062375875, -122.411308750781"
04/28/1998,"37.735629087737, -122.428667442872"
11/19/2009,"37.7739470072251, -122.474549426205"
03/09/2000,"37.7552738017325, -122.422313025937"
07/12/1999,"37.7707592830121, -122.429332872814"
09/14/2009,"37.7611053537503, -122.46925840738"
08/07/2001,"37.7344912699717, -122.432527987884"
12/06/2004,
06/01/1999,"37.7616372177061, -122.479675178779"
06/06/2013,"37.7512525433065, -122.421447402996"
09/24/2010,"37.7795310847755, -122.413542549251"
12/08/2000,
12/23/2013,"37.7415571613708, -122.421183411999"
11/04/2004,"37.7524211884142, -122.405338378316"
06/20/2006,"37.7610556249619, -122.490384273317"
08/17/2000,"37.7747852338874, -122.497181646612"
08/13/1998,"37.7851964611599, -122.476575061785"
05/26/2004,"37.8288138145352, -122.376263184139"
03/28/2013,"37.7644600433103, -122.478188743077"
09/16/1998,"37.7960651025725, -122.413070767653"
12/21/2015,"37.7541566747733, -122.42662490404"
09/28/2009,"37.7141702562019, -122.448035244619"
11/13/2012,"37.750107545941, -122.413779228956"
03/25/2015,"37.7855017911501, -122.470044893673"
06/18/1997,"37.7651453484103, -122.46370623256"
09/07/2011,"37.7832174126004, -122.459571788013"
04/16/2008,"37.7155492959982, -122.480858470084"
05/14/1997,"37.7796642525789, -122.47284533062"
